320.0,72.0,335.9638671875,25.04559898376465
208.0,80.0,218.7274932861328,56.943992614746094
216.0,80.0,226.5925750732422,56.20230484008789
224.0,80.0,238.30262756347656,55.502830505371094
312.0,80.0,329.8037414550781,32.75090789794922
320.0,80.0,336.2115478515625,33.46706771850586
328.0,80.0,345.6012878417969,32.104957580566406
88.0,88.0,88.45018005371094,88.38385009765625
192.0,88.0,200.47547912597656,63.42176055908203
208.0,88.0,218.5789031982422,64.71646118164062
216.0,88.0,225.6692352294922,64.7572021484375
224.0,88.0,233.95974731445312,63.27217102050781
232.0,88.0,247.30470275878906,63.42897415161133
312.0,88.0,329.548095703125,45.370304107666016
320.0,88.0,335.8251953125,43.177608489990234
328.0,88.0,344.3185119628906,41.6852912902832
48.0,96.0,48.027137756347656,97.73385620117188
56.0,96.0,56.33237838745117,97.11679077148438
80.0,96.0,81.51761627197266,95.83121490478516
88.0,96.0,87.40241241455078,95.34126281738281
184.0,96.0,176.76907348632812,77.49370574951172
192.0,96.0,201.2936553955078,73.64696502685547
200.0,96.0,207.23086547851562,72.30226135253906
208.0,96.0,218.90487670898438,72.60890197753906
216.0,96.0,225.83059692382812,71.8575668334961
224.0,96.0,233.7898712158203,71.5170669555664
232.0,96.0,245.03538513183594,69.68648529052734
304.0,96.0,318.2459716796875,55.51568603515625
312.0,96.0,326.67852783203125,54.243839263916016
320.0,96.0,335.10791015625,52.38946533203125
328.0,96.0,343.9403381347656,51.08515930175781
56.0,104.0,72.30113220214844,104.09793853759766
144.0,104.0,153.14321899414062,96.87242126464844
152.0,104.0,160.2641143798828,95.30484771728516
176.0,104.0,168.2429962158203,88.7539291381836
184.0,104.0,176.7852783203125,85.36914825439453
192.0,104.0,185.05076599121094,86.28816986083984
200.0,104.0,208.9564666748047,80.66748046875
208.0,104.0,218.91256713867188,79.75666046142578
216.0,104.0,229.85047912597656,80.8203353881836
224.0,104.0,237.89910888671875,79.36997985839844
296.0,104.0,311.5375671386719,65.31666564941406
304.0,104.0,319.59423828125,64.60128784179688
312.0,104.0,327.6793212890625,63.852760314941406
320.0,104.0,334.3634948730469,61.70109939575195
328.0,104.0,342.9126281738281,60.53492736816406
336.0,104.0,353.6738586425781,59.07941436767578
32.0,112.0,37.044551849365234,113.26953887939453
40.0,112.0,58.10824966430664,111.91303253173828
48.0,112.0,64.11771392822266,111.36458587646484
56.0,112.0,70.57886505126953,110.09258270263672
112.0,112.0,121.2391128540039,104.32772827148438
120.0,112.0,126.79210662841797,105.68321228027344
208.0,112.0,217.24893188476562,89.60084533691406
216.0,112.0,226.4599151611328,88.9823226928711
232.0,112.0,240.958740234375,87.84294128417969
304.0,112.0,320.18731689453125,73.47383880615234
312.0,112.0,329.8319091796875,72.74876403808594
320.0,112.0,334.6835021972656,70.53861999511719
328.0,112.0,342.30517578125,69.60543823242188
336.0,112.0,353.4855041503906,68.30907440185547
352.0,112.0,375.403564453125,63.76763916015625
16.0,120.0,39.000144958496094,121.47496032714844
32.0,120.0,51.447731018066406,119.84269714355469
40.0,120.0,57.58854675292969,118.9928207397461
48.0,120.0,64.17102813720703,118.03482818603516
56.0,120.0,70.16653442382812,117.38290405273438
72.0,120.0,81.66400909423828,115.59074401855469
80.0,120.0,87.9521713256836,114.67202758789062
88.0,120.0,94.39192199707031,114.09361267089844
104.0,120.0,105.93192291259766,111.85372924804688
112.0,120.0,112.99202728271484,111.12532806396484
120.0,120.0,121.06101989746094,109.75895690917969
128.0,120.0,129.61660766601562,108.71322631835938
136.0,120.0,136.7174835205078,107.31094360351562
152.0,120.0,152.95359802246094,105.70369720458984
160.0,120.0,161.2596893310547,104.74710083007812
216.0,120.0,206.02963256835938,97.68063354492188
224.0,120.0,215.9683074951172,96.637939453125
232.0,120.0,230.7384796142578,96.16304779052734
240.0,120.0,239.38392639160156,95.41280364990234
256.0,120.0,255.82044982910156,89.0970230102539
264.0,120.0,263.8992919921875,87.17817687988281
296.0,120.0,310.5815734863281,81.68192291259766
304.0,120.0,322.22283935546875,82.32942199707031
312.0,120.0,331.4286193847656,81.9613037109375
320.0,120.0,335.559326171875,79.50499725341797
328.0,120.0,344.255126953125,78.51896667480469
336.0,120.0,354.283447265625,77.90794372558594
352.0,120.0,375.06964111328125,73.16231536865234
376.0,120.0,398.7579345703125,71.45568084716797
16.0,128.0,38.85597610473633,128.52801513671875
32.0,128.0,50.273345947265625,126.93372344970703
40.0,128.0,57.449180603027344,126.12981414794922
48.0,128.0,62.8848762512207,125.88483428955078
56.0,128.0,69.98306274414062,124.35813903808594
72.0,128.0,80.24298858642578,122.9783935546875
80.0,128.0,86.26225280761719,121.84294891357422
88.0,128.0,92.99906158447266,121.38304901123047
104.0,128.0,106.0478744506836,119.56547546386719
112.0,128.0,111.99907684326172,118.52979278564453
120.0,128.0,118.1313247680664,117.76490020751953
128.0,128.0,125.87418365478516,116.71177673339844
136.0,128.0,132.99520874023438,115.71574401855469
152.0,128.0,146.50460815429688,113.9914779663086
160.0,128.0,152.67816162109375,112.61402893066406
168.0,128.0,160.21054077148438,112.26679992675781
176.0,128.0,167.7661590576172,111.1720199584961
184.0,128.0,175.4263916015625,110.28353118896484
192.0,128.0,183.7229766845703,108.98513793945312
200.0,128.0,191.01568603515625,108.18782043457031
208.0,128.0,198.0199737548828,106.67097473144531
216.0,128.0,206.42059326171875,105.43610382080078
224.0,128.0,214.788330078125,104.12974548339844
232.0,128.0,224.2005615234375,103.96627807617188
240.0,128.0,231.8263702392578,102.25218963623047
248.0,128.0,240.97799682617188,102.44544219970703
256.0,128.0,249.7611083984375,98.73079681396484
264.0,128.0,257.6578063964844,98.99136352539062
272.0,128.0,262.5368347167969,98.19544982910156
280.0,128.0,273.265869140625,96.66288757324219
304.0,128.0,321.5451965332031,90.74665069580078
312.0,128.0,329.2523193359375,89.77549743652344
320.0,128.0,335.876220703125,89.2219009399414
328.0,128.0,345.2886047363281,87.41215515136719
336.0,128.0,354.55169677734375,86.77271270751953
352.0,128.0,376.5267639160156,80.60358428955078
456.0,128.0,520.8745727539062,63.7342414855957
464.0,128.0,534.3298950195312,56.58174133300781
472.0,128.0,544.0164184570312,58.03762435913086
16.0,136.0,39.73099136352539,135.61343383789062
24.0,136.0,45.45462417602539,134.6431121826172
40.0,136.0,57.586421966552734,133.66844177246094
72.0,136.0,80.51270294189453,130.06109619140625
80.0,136.0,87.22531127929688,128.91531372070312
88.0,136.0,92.55622100830078,128.2916717529297
104.0,136.0,105.76737976074219,126.96231842041016
112.0,136.0,112.0661849975586,126.03001403808594
120.0,136.0,118.56282806396484,125.1642837524414
128.0,136.0,125.48108673095703,124.40853118896484
144.0,136.0,138.58770751953125,122.84183502197266
