Point Cloud Visibility
87
Visibility for camera IMG_20241230_135636.jpg
689
847 1778.1 853.042
849 1776.13 678.422
850 1783.19 728.655
851 1794.77 848.884
852 1794.25 668.482
853 1807.1 826.25
854 1826.46 877.692
855 1822.86 695.075
856 1829.1 669.283
858 1842.82 803.06
859 1856.57 818.747
860 1854.11 655.765
862 1863.65 829.611
863 1868.55 818.619
864 1878.34 792.492
865 1878.34 792.492
866 1917.65 847.118
869 1981.47 738.031
870 1992.17 841.269
873 2009.09 680.108
874 2009.09 680.108
875 2014.87 781.717
876 2015.71 740.47
880 2077.77 863.183
883 2089.93 661.091
884 2095.49 656.464
886 2157.99 828.756
887 2165.63 761.164
891 2200.25 672.864
892 2207.83 690.268
894 2243.37 763.109
896 2258.45 715.486
897 2270.26 727.6
898 2306.85 646.24
899 2354.75 675.349
901 2441.94 749.464
903 2576.5 734.917
907 28.2674 612.159
909 67.1793 932.16
910 71.9047 728.164
912 70.9861 665.289
913 85.4354 702.381
914 85.4354 702.381
915 92.4534 1039.01
918 127.505 722.206
920 124.459 535.251
926 184.571 624.038
927 202.164 700.133
932 246.091 842.759
934 229.481 578.885
937 258.098 604.778
940 290.575 704.521
941 272.914 418.82
942 291.099 618.076
944 325.755 549.088
945 346.309 461.461
946 358.504 594.392
948 370.378 505.052
949 390.655 649.872
953 418.494 579.399
956 444.002 478.365
965 516.929 593.084
966 516.929 593.084
967 525.36 604.234
970 548.281 743.903
975 540.323 535.082
979 566.044 528.369
980 573.582 563.7
982 583.623 510.777
984 607.383 592.018
985 620.964 773.078
986 617.194 677.994
987 617.194 677.994
988 619.504 567.09
990 630.652 538.473
994 648.867 652.001
995 671.038 720.672
997 680.529 543.409
998 698.069 787.862
1000 697.973 729.773
1002 714.305 646.126
1003 716.653 593.522
1006 703.158 1154.34
1008 753.713 560.852
1015 888.049 573.304
1016 916.097 733.109
1019 927.768 693.288
1020 915.478 479.608
1023 941.036 932.963
1024 939.938 639.142
1025 951.525 893.483
1026 812.021 1323.03
1033 898.047 1310.11
1037 1100.18 861.975
1038 1174.95 797.926
1039 1188.32 949.286
1042 1213.33 897.236
1043 1299.89 780.521
1045 1312.11 770.392
1047 1318.49 761.309
1049 1369.15 713.762
1050 1369.15 713.762
1053 1498.73 682.198
1055 1539.92 843.132
1056 1564.22 584.983
1058 1637.29 747.796
1059 1648.62 728.156
1062 1729.22 741.292
1065 1767.75 799.962
1066 1787.52 851.035
1067 1808.04 621.96
1068 1810.13 649.188
1069 1831.55 872.877
1072 1941.29 710.133
1077 2027.31 699.521
1078 2039.32 780.884
1079 2043.19 701.776
1080 2064.13 701.904
1085 2172.34 788.048
1088 2203.73 713.607
1089 2209.14 706.889
1090 2209.14 706.889
1094 2248.81 777.58
1097 2329.21 699.11
1103 49.5895 670.104
1104 72.2209 576.923
1105 99.0787 682.224
1106 113.045 754.814
1107 115.678 731.587
1108 116.121 705.706
1109 131.864 695.635
1110 141.292 677.223
1111 141.292 677.223
1112 151.829 576.027
1113 172.685 654.811
1114 185.731 743.826
1115 244.562 579.463
1116 289.608 740.033
1117 302.635 597.972
1118 307.198 633.456
1119 336.478 490.184
1120 356.376 747.231
1121 373.76 822.247
1122 381.397 538.743
1123 411.611 871.339
1124 423.95 716.584
1125 430.75 548.941
1126 463.311 686.383
1127 478.669 498.813
1128 488.151 726.42
1129 498.005 644.865
1130 505.911 621.709
1131 506.199 640.302
1132 506.548 760.247
1133 507.537 488.569
1134 507.537 488.569
1135 508.532 543.238
1136 508.532 543.238
1137 516.44 542.255
1138 530.557 600.735
1139 533.165 673.142
1140 533.179 632.69
1141 537.749 580.558
1142 538.29 809.948
1143 566.044 528.369
1144 575.702 518.108
1145 577.712 743.783
1146 584.324 689.934
1147 592.601 804.661
1148 597.864 506.194
1149 604.441 536.682
1150 628.024 543.84
1151 629.633 676.981
1152 639.628 517.72
1153 656.768 663.984
1154 656.768 663.984
1155 662.777 509.548
1156 671.038 720.672
1157 677.493 632.329
1158 678.806 830.921
1159 697.822 681.561
1160 700.23 608.625
1161 701.739 711.497
1162 702.909 677.94
1163 702.909 677.94
1164 717.138 565.843
1165 729.113 691.217
1166 742.626 483.115
1167 752.105 605.839
1168 758.745 645.974
1169 765.833 661.279
1170 766.934 614.758
1171 767.403 711.928
1172 781.057 688.011
1173 799.242 866.14
1174 802.925 715.877
1175 811.546 683.79
1176 820.332 461.39
1177 827.476 527.62
1178 852.474 597.357
1179 852.474 597.357
1180 855.249 678.807
1181 883.397 759.633
1182 893.736 556.848
1183 896.075 743.898
1184 912.564 723.049
1185 926.039 459.38
1186 962.376 726.565
1187 962.376 726.565
1188 979.402 727.039
1189 1001.08 463.026
1190 1021.99 531.732
1191 1033.1 728.08
1192 1057.27 824.738
1193 1090.13 680.705
1194 1115.83 890.898
1195 1191.79 765.715
1196 1192.29 718.55
1197 1202.8 507.845
1198 1252.56 644.929
1199 1341.78 910.641
1200 1376.74 810.177
1201 1392.81 756.852
1202 1408.15 598.309
1203 1413.8 700.77
1204 1440.13 693.296
1205 1502.09 760.195
1206 1533.89 633.929
1207 1590.25 832.664
1208 1590.25 832.664
1209 1606.02 786.747
1210 1640.74 816.64
1211 1696.54 601.751
1212 1700.32 726.634
1213 1705.91 665.917
1214 1706.22 739.504
1215 1731.4 710.413
1216 1737.62 848.851
1217 1756.39 738.834
1218 1775.83 703.879
1219 1782.47 783.73
1220 1815.61 722.854
1221 1818 734.22
1222 1822.12 708.617
1223 1835.63 595.066
1224 1858.06 575.184
1225 1869.14 643.688
1226 1871.1 810.394
1227 1876.94 871.462
1228 1900.32 884.465
1229 1922.32 795.602
1230 1930.51 802.308
1231 1932.58 832.382
1232 1939.75 779.278
1233 1942.26 653.768
1234 1944.84 555.378
1235 1955.9 843.051
1236 1978.47 782.347
1237 1980.25 816.777
1238 1988.98 822.762
1239 1990.53 823.668
1240 1999.23 685.922
1241 2004.16 717.807
1242 2046.82 818.306
1243 2047.93 541.542
1244 2092.95 807.866
1245 2114.06 747.877
1246 2171.11 687.139
1247 2248.81 777.58
1248 2253.12 659.866
1249 2267.7 818.085
1250 2338.93 775.752
1251 2381.73 816.734
1252 2381.78 687.952
1253 2381.78 687.952
1254 2393.29 685.753
1255 2519.41 776.922
1256 2846.69 786.102
Visibility for camera IMG_20241230_135642.jpg
773
0 178.367 773.958
3 197.19 586.173
4 214.38 501.31
5 219.763 776.901
9 260.622 599.355
15 301.35 774.687
16 302.484 645.247
19 305.902 568.892
29 376.017 681.036
35 410.959 369.359
37 426.413 516.142
46 463.222 586.44
50 468.811 882.795
51 472.153 731.489
53 478.992 766.999
56 489.991 748.991
63 500.313 508.092
65 502.034 546.076
66 513.261 645.943
67 513.612 581.129
68 515.457 534
73 526.698 568.424
74 526.558 680.821
77 537.681 445.031
78 538.257 546.369
79 538.814 519.195
80 544.41 562.648
81 544.679 581.82
86 552.648 489.622
87 556.053 803.753
88 563.918 490.055
90 568.193 568.619
91 570.254 470.868
92 570.846 580.124
93 577.556 502.57
95 579.379 643.734
98 590.577 749.815
99 590.871 515.079
101 593.288 531.984
102 597.961 490.361
104 609.672 499.024
107 610.704 593.615
108 612.719 439.985
109 612.719 439.985
110 613.509 547.944
111 620.887 486.552
113 619.067 610.969
115 621.516 561.716
118 626.371 604.587
120 629.846 659.296
121 634.238 495.43
122 636.949 589.094
123 636.915 652.175
127 643.323 494.349
128 644.786 593.939
129 646.392 440.884
130 651.058 614.649
131 654.83 441.268
132 656.15 520.478
134 660.525 660.851
138 666.582 523.343
140 667.082 778.631
142 669.592 474.191
143 669.205 509.55
144 668.799 454.011
145 675.265 434.051
147 678.42 660.843
149 682.718 601.646
153 684.632 651.729
154 686.329 697.857
155 689.241 628.973
157 691.429 531.039
158 693.955 600.005
159 693.955 600.005
160 697.117 687.773
163 700.435 645.424
164 701.402 591.897
165 704.333 412.149
166 705.844 452.388
168 706.44 632.372
171 706.978 623.008
175 711.096 613.092
176 714.024 700.301
177 717.74 556.902
179 717.476 670.504
181 718.213 443.874
182 717.913 629.42
183 718.63 548.875
184 719.865 605.945
185 721.244 618.329
186 721.551 517.544
187 721.741 707.977
188 722.793 554.304
189 724.293 500.227
190 727.992 444.638
192 730.112 425.207
193 731.115 707.312
194 736.577 458.69
195 738.227 615.117
196 738.227 615.117
198 739.213 500.385
200 741.305 653.05
201 741.305 653.05
204 743.507 609.076
206 748.459 620.678
207 751.509 570.759
208 752.896 496.261
209 754.473 503.323
211 755.956 600.296
212 757.609 615.67
213 760.83 425.358
217 763.719 542.496
218 763.846 634.387
219 764.035 568.404
220 764.035 568.404
221 765.281 727.308
222 767.545 636.537
223 768.278 614.117
224 774.457 604.137
226 774.852 531.523
227 774.01 746.815
230 777.259 643.951
231 779.588 704.606
232 780.307 502.581
233 780.399 479.261
234 781.801 675.898
236 784.286 596.396
237 784.286 596.396
238 787.15 532.89
239 787.42 744.42
240 789.76 649.225
241 790.698 620.573
242 790.698 620.573
243 792.512 452.416
244 792.028 502.477
245 794.972 552.092
248 795.283 573.461
250 796.764 788.844
251 802.506 576.284
252 804.982 588.322
253 806.697 606.259
254 806.697 606.259
257 814.688 577.68
259 816.453 507.692
260 818.641 764.826
263 824.112 655.927
264 827.049 756.051
265 827.049 756.051
266 829.08 534.947
267 831.112 615.816
268 833.713 574.174
269 837.019 542.968
270 842.342 402.294
271 836.707 507.057
272 837.06 649.491
273 837.06 649.491
274 838.373 481.932
275 838.948 565.693
277 839.894 523.972
278 844.59 627.969
279 844.859 616.861
280 845.193 608.092
282 845.795 756.057
283 847.641 654.689
285 852.281 578.694
286 852.432 597.101
287 852.432 597.101
288 855.614 571.28
289 857.927 726.005
290 859.514 632.633
292 863.117 761.982
293 865.661 709.18
294 867.63 646.176
295 870.483 703.836
302 877.745 525.027
303 877.745 525.027
305 883.359 649.128
306 888.068 403.357
307 888.068 403.357
308 885.428 571.666
309 887.464 578.921
310 889.921 538.871
313 893.398 618.897
319 903.964 735.574
323 916.735 586.02
326 934.936 710.969
327 948.382 624.602
331 912.78 904.156
334 965.73 436.658
335 972.657 506.103
336 976.4 794.97
337 976.4 794.97
338 985.992 680.151
340 944.069 893.096
341 991.139 520.387
342 990.757 465.395
349 1027.6 392.409
355 1057.92 415.994
358 1065.6 573.545
359 1069.07 449.976
360 1072.17 780.875
363 1091.82 754.768
364 1095.59 530.349
365 1103.18 635.643
366 1103.18 635.643
367 1107.2 697.744
369 1123.19 751.915
372 1149.06 444.514
373 1159.83 695.539
376 912.629 1081.6
377 1178.12 594.691
378 1182.98 440.425
382 1192.25 708.723
384 1166.4 820.033
385 1166.4 820.033
387 1176.76 802.898
388 1172.83 751.334
390 1230.9 684.76
392 1244.45 662.615
395 1221.83 842.172
396 1243.81 739.195
397 1254.56 703.6
403 1324.28 631.634
404 1293.69 675.934
406 1302.72 886.506
407 1344.23 629.38
408 1347.54 629.364
409 1349.47 723.022
410 1312.85 872.277
415 1334.3 669.639
418 1355.09 683.537
422 1406.07 786.474
423 1406.07 786.474
424 1407.11 684.245
425 1442.17 526.621
426 1411.48 832.072
427 1419.23 823.795
429 1437.49 737.867
430 1441.76 718.097
434 1478.37 821.12
435 1481.32 680.398
437 1495.06 631.797
438 1518.61 683.667
439 1551.98 635.885
443 1567.03 585.109
444 1544.96 819.171
445 1576.28 509.013
448 1588.08 632.501
450 1596.41 602.087
451 1596.39 565.775
455 1696.66 476.432
457 1679.2 753.329
458 1681.7 662.265
460 1709.5 534.73
463 1696.05 777.261
464 1703.21 829.45
466 1711.39 721.136
467 1712.94 741.659
468 1714.11 780.637
470 1720.97 651.361
472 1735.07 797.189
473 1734.77 741.284
474 1739.75 722.516
478 1772.23 805.335
480 1791.27 857.639
482 1801.37 829.124
484 1811.23 805.501
485 1820.46 627.469
491 1817.97 708.188
492 1821.3 752.056
494 1823.23 773.244
495 1825.94 611.741
496 1829.75 743.721
497 1829.75 743.721
498 1833.07 603.622
499 1838.07 739.089
501 1845.84 612.439
505 1862.06 615.492
506 1860.69 790.101
507 1860.69 790.101
508 1871.23 783.207
509 1872.3 680.402
510 1878.64 697.571
511 1878.54 667.994
512 1880.21 652.428
513 1880.21 652.428
514 1883.52 784.501
519 1891.67 640.292
522 1904.35 666.237
524 1929.69 516.67
526 1915.7 722.083
528 1921.97 680.198
529 1926.01 689.098
530 1932.9 647.417
531 1940.84 773.012
532 1937.56 818.299
533 1937.56 818.299
534 1947.38 732.42
535 1947.38 732.42
536 1945.7 827.993
538 1962.79 777.812
539 1960.08 801.934
540 1961.59 648.115
541 1962.02 666.919
543 1968.99 637.854
545 1971.61 812.837
546 1972.16 795.786
549 1979.34 840.647
550 1980.87 720.272
551 1982.01 811.629
552 1984.25 736.368
554 1982.9 681.562
555 1985.04 674.211
556 1985.53 708.603
557 1985.53 708.603
558 1986.29 861.057
559 1987.34 765.57
560 1997 626.558
561 1998.08 709.752
562 2002.26 727.3
563 2002.26 727.3
565 2004.21 816.023
566 2011.42 835.168
567 2020.14 720.15
570 2033.03 855.556
571 2034.57 638.132
572 2039.27 765.609
573 2039.27 765.609
576 2044.69 639.895
578 2044.2 841.474
580 2049.02 832.359
583 2061.47 671.363
585 2080.55 632.541
586 2084.04 663.036
587 2084.04 663.036
589 2093.89 658.368
590 2096.07 695.438
596 2129.71 684.417
597 2133.83 700.05
598 2140.4 850.136
601 2150.05 760.139
602 2150.05 760.139
604 2155.02 661.918
605 2158.43 642.305
606 2169.71 722.752
607 2177.03 624.018
608 2180.91 822.829
609 2185.51 783.132
610 2190.64 722.497
611 2194.91 703.349
613 2201.21 749.477
614 2209.6 841.204
615 2212.92 738.221
616 2217.82 661.591
617 2222.84 773.847
618 2230.8 831.908
619 2229.28 784.178
620 2231.24 743.905
621 2264.77 675.426
623 2290.01 714.941
624 2291.88 782.847
625 2312.43 537.595
628 2311.96 762.54
630 2313.75 678.206
632 2323.02 647.322
633 2326.67 769.903
634 2326.37 751.19
635 2343.44 533.702
636 2336.49 741.486
637 2336.68 765.741
639 2350.73 664.778
640 2362.12 649.299
647 2383.96 718.647
650 2409.16 732.908
651 2410.8 812.23
652 2421.12 715.822
654 2426.09 828.191
655 2438.08 727.615
660 2487.76 655.599
662 2499.21 691.732
663 2500.53 684.576
664 2509.25 666.553
667 2514.96 748.956
668 2519.92 698.302
670 2537.03 655.491
671 2537.03 655.491
672 2538.35 756.836
673 2538.35 756.836
674 2567.2 670.715
676 2620.46 628.322
677 2677.99 637.497
679 2687.58 620.742
687 2829.33 696.232
689 56.2561 573.736
690 58.3377 600.041
691 70.6881 642.77
693 83.9521 580.112
694 87.5742 623.851
695 85.0089 795.096
696 88.6646 592.474
697 92.4113 470.038
698 89.7893 608.837
699 88.5985 727.204
700 89.4948 744.341
701 96.6574 561.298
702 97.0709 601.065
704 96.8708 769.108
705 97.1225 657.799
706 102.142 524.909
707 111.037 591.851
708 121.09 721.986
709 125.018 542.081
712 143.996 631.206
713 173.305 556.724
716 216.151 592.718
720 410.22 383.764
721 435.35 623.593
722 443.177 581.176
724 500.593 554.779
729 534.157 658.96
731 463.208 1009.36
732 591.449 680.376
733 603.129 769.694
734 619.849 468.074
735 618.819 529.925
741 642.531 447.46
742 642.531 447.46
744 644.173 670.611
745 648.561 691.973
747 661.019 688.879
749 674.698 797.679
757 705.06 435.215
758 704.841 763.773
759 717.786 689.177
762 726.888 485.089
763 726.888 485.089
766 728.302 831.091
767 736.964 599.164
769 740.917 465.09
770 740.917 465.09
774 758.337 576.925
776 769.193 543.067
777 774.845 595.455
778 780.449 529.918
780 790.271 676.746
781 793.494 670.586
782 793.606 606.058
784 828.033 552.722
785 828.487 584.046
786 828.487 584.046
787 831.849 506.809
788 845.795 756.057
791 860.176 768.43
792 861.116 726.117
793 866.361 663.436
801 947.113 658.74
802 968.121 514.086
803 968.121 514.086
804 973.221 631.523
806 1020.18 402.196
809 1028.61 751.299
813 994.497 1050.6
814 1167.82 506.243
816 1177.67 735.04
817 1300.96 494.073
819 1321.61 670.365
823 1360.75 860.328
824 1372.12 684.546
826 1420.74 730.186
827 1428.76 819.108
830 1629.23 881.872
831 1647.51 662.748
835 1722.96 611.528
836 1733.94 653.628
837 1748.62 741.989
840 1811.97 702.731
844 1874.24 813.81
847 1890.31 827.573
848 1889.88 821.774
850 1901.98 699.018
851 1907.89 823.812
852 1916.11 636.11
854 1940.74 853.628
857 1954.09 661.744
858 1962.79 777.812
859 1976.29 794.222
860 1981.01 623.963
862 1982.78 805.63
863 1989.45 795.034
864 2000.66 767.67
865 2000.66 767.67
866 2040.66 825.898
867 2069.56 674.503
870 2122.35 822.067
873 2149.02 652.722
874 2149.02 652.722
877 2168.38 847.621
881 2225.11 833.833
882 2231.91 770.977
883 2241.16 633.963
886 2306.6 814.589
887 2318.69 742.495
891 2362.12 649.299
894 2405.49 746.193
896 2424.67 696.065
897 2437.87 709.036
898 2484.13 623.43
904 141.063 640.606
905 161.113 645.871
906 225.374 399.114
908 250.99 613.237
911 278.261 655.709
912 275.617 605.218
916 314.335 696.358
918 325.838 658.963
920 324.951 483.562
923 352.498 433.383
925 365.345 360.997
927 390.674 640.164
932 427.146 774.781
934 416.893 526.642
940 468.144 646.037
942 471.488 563.792
949 557.441 595.852
951 580.799 605.225
952 578.299 369.453
954 600.457 426.519
957 631.442 647.944
958 634.238 495.43
960 640.312 517.039
962 664.973 798.093
964 664.413 530.078
965 672.241 543.024
966 672.241 543.024
974 688.978 421.967
978 720.177 662.014
979 718.941 481.033
981 737.095 569.55
982 735.184 464.22
983 746.122 419.928
995 809.817 667.863
997 823.44 496.563
999 822.631 385.097
1000 834.554 677.433
1004 865.823 662.962
1005 869.08 654.206
1007 893.398 618.897
1008 890.975 514.171
1009 923.264 639.714
1014 1017.32 771.472
1019 1050.24 646.591
1020 1046.05 435.657
1026 668.315 1288.94
1031 1124.73 433.716
1033 757.851 1281.23
1034 1143.76 838.844
1036 1210.11 568.453
1038 1273.22 754.661
1039 1280.5 905.742
1042 1307.58 855.292
1043 1400.78 741.576
1044 1398.39 815.315
1045 1410.99 730.649
1047 1417.74 721.4
1051 1477.7 666.079
1053 1605.13 644.761
1056 1683.53 547.646
1058 1745.46 716.088
1059 1757.91 695.229
1064 1856.3 703.605
1065 1882.06 772.952
1067 1933.07 588.456
1068 1933.4 616.221
1069 1946.47 850.165
1072 2073.17 682.989
1073 2100.53 611.57
1077 2168.21 673.691
1078 2177.37 760.098
1079 2184.98 677.021
1080 2208.47 676.987
1082 2277.01 663.622
1083 2280.24 738.347
1084 2280.24 738.347
1089 2369.88 686.335
1090 2369.88 686.335
1092 2396.43 663.946
1094 2411.63 762.684
1097 2506.26 680.016
1102 3176.87 884.352
1104 278.628 522.133
1112 349.211 522.381
1115 429.91 526.867
1121 540.226 758.849
1122 552.648 489.622
1126 622.224 631.615
1133 667.109 442.932
1134 667.109 442.932
1135 666.598 495.11
1136 666.598 495.11
1139 686.208 620.178
1141 691.429 531.039
1143 718.941 481.033
1147 736.144 747.337
1151 772.195 624.953
1152 785.968 471.029
1157 818.389 582.43
1158 813.464 774.534
1161 839.076 659.587
1162 840.641 627.478
1163 840.641 627.478
1170 901.31 566.904
1173 924.843 812.687
1176 957.329 418.061
1183 1018.9 695.448
1186 1083.16 679.656
1187 1083.16 679.656
1188 1099.33 680.75
1189 1129.1 419.778
1195 1291.22 723.53
1196 1293.69 675.934
1199 1434.4 872.031
1200 1474.18 770.888
1201 1492.01 718.639
1203 1516.27 662.089
1205 1603.81 724.627
1206 1648.81 597.091
1209 1711.04 754.248
1213 1822.05 632.071
1214 1817.97 708.188
1216 1847.91 821.953
1218 1894.27 672.784
1220 1936.53 693.605
1221 1939.27 705.492
1224 1997.22 540.636
1227 1995.77 849.931
1229 2048.41 772.069
1231 2058.01 811.18
1232 2069.38 756.745
1233 2077.96 624.186
1234 2091.88 520.993
1236 2110.57 759.964
1242 2183.71 799.45
1243 2219.68 509.179
1245 2261.1 726.962
1246 2329.66 664.207
1247 2411.63 762.684
1249 2429.96 805.604
1250 2513.67 762.747
1251 2560.11 807.874
1253 2567.2 670.715
1255 2721.13 770.026
1256 3113.42 787.889
1257 35.6292 501.641
1258 40.5724 488.618
1259 59.7486 759.8
1260 62.9439 744.002
1261 163.813 540.713
1262 182.109 565.575
1263 203.054 758.167
1264 262.652 513.993
1265 269.053 585.904
1266 274.956 581.494
1267 298.006 636.873
1268 304.431 558.861
1269 305.823 535.729
1270 344.464 513.601
1271 392.479 524.723
1272 405.323 697.86
1273 416.988 612.189
1274 419.363 379.575
1275 422.615 414.686
1276 431.355 334.058
1277 445.118 527.737
1278 478.186 453.575
1279 491.766 462.241
1280 505.844 687.076
1281 616.45 625.591
1282 625.427 525.628
1283 640.057 659.034
1284 661.656 587.887
1285 661.676 444.095
1286 662.149 451.057
1287 664.973 798.093
1288 673.95 442.126
1289 764.412 765.875
1290 780.034 818.022
1291 790.431 587.89
1292 804.055 650.103
1293 812.216 483.913
1294 822.783 583.681
1295 833.324 452.307
1296 835.101 755.411
1297 840.452 642.256
1298 863.117 761.982
1299 864.782 491.61
1300 907.464 767.37
1301 930.811 474.734
1302 992.671 409.035
1303 997.284 562.623
1304 1005.47 842.709
1305 1006.81 649.382
1306 1021.06 500.562
1307 1025.79 683.634
1308 1082.64 656.713
1309 1082.64 656.713
1310 1133.98 790.777
1311 1319.74 706.955
1312 1324.84 729.919
1313 1329.96 704.252
1314 1393.95 788.168
1315 1408.81 806.722
1316 1465.89 560.21
1317 1468.4 825.519
1318 1491.06 741.873
1319 1510.51 542.041
1320 1534.74 724.368
1321 1556.31 786.06
1322 1595.26 820.441
1323 1612.39 667.126
1324 1619.71 597.338
1325 1787.69 641.318
1326 1822.35 792.273
1327 1834.63 715.443
1328 1862.51 822.662
1329 1867.7 657.347
1330 1897.17 652.184
1331 1900.92 826.025
1332 1907.54 606.271
1333 1925.73 849.557
1334 1925.73 849.557
1335 1929.27 797.486
1336 1942.06 802.849
1337 1942.35 607.644
1338 1942.92 692.807
1339 1951.35 814.897
1340 1954.11 620.119
1341 1963.15 835.167
1342 1965 657.527
1343 1978.08 771.915
1344 2012.21 596.021
1345 2022.76 697.242
1346 2037.74 780.325
1347 2061.08 1057.38
1348 2084.34 624.034
1349 2101.19 621.882
1350 2108.98 684.028
1351 2112.35 756.888
1352 2152.72 716.061
1353 2160.92 746.153
1354 2169.58 1014.76
1355 2253.76 627.399
1356 2262.41 859.576
1357 2269.56 714.462
1358 2297.51 1013.52
1359 2307.08 804.896
1360 2329.66 664.207
1361 2335.04 672.731
1362 2335.04 672.731
1363 2355.76 644.867
1364 2370.32 723.292
1365 2477.58 651.293
1366 2478.18 618.926
1367 2487.76 655.599
1368 2496.28 609.492
1369 2502.88 969.841
1370 2520.14 725.845
1371 2621.93 1035.67
1372 2673.77 608.089
1373 2681.82 629.167
1374 2794.45 826.767
1375 2799.91 891.283
1376 2894.83 704.967
1377 2906.38 859.954
Visibility for camera IMG_20241230_135644.jpg
754
1 57.9279 686.299
3 89.1032 599.702
6 120.742 633.061
13 183.186 650.792
14 189.535 636.159
16 196.142 664.231
18 194.447 718.102
19 205.981 587.075
22 239.498 587.953
24 247.291 577.779
26 257.551 519.142
41 343.571 586.193
42 343.571 586.193
55 400.344 595.895
56 386.654 777.378
57 405.467 548.73
65 414.877 570.868
66 419.127 673.298
67 424.633 607.13
72 432.384 655.375
74 431.202 708.562
78 453.266 572.865
80 459.134 589.022
81 456.998 608.8
86 472.304 515.74
90 483.168 597.026
91 491.779 498.077
93 497.218 529.701
95 488.412 673.333
99 510.442 543.166
101 512.042 560.148
102 519.331 518.424
103 506.75 696.1
104 531.247 527.193
105 535.671 487.455
106 535.671 487.455
107 526.569 624.164
108 538.619 467.915
109 538.619 467.915
110 531.609 577.44
111 543.951 515.426
113 534.31 641.518
116 543.224 570.112
118 542.234 635.189
119 557.325 479.529
120 541.615 691.025
121 557.023 524.496
123 549.93 684.146
126 563.102 538.214
127 566.962 524.083
128 561.712 625.219
130 567.263 646.571
131 582.803 471.074
134 574.253 694.059
138 590.093 554.266
140 573.256 814.783
141 590.277 580.078
142 596.204 505.029
144 596.26 484.512
146 600.377 554.434
153 599.814 685.524
154 598.9 732.774
155 606.575 662.422
156 606.575 662.422
157 616.011 563.27
158 612.174 632.983
159 612.174 632.983
160 611.318 722.953
162 616.775 686.968
163 617.473 679.903
164 621.799 625.624
168 623.802 666.666
169 630.341 576.284
170 630.341 576.284
171 625.605 657.167
174 641.587 485.59
177 641.346 589.756
179 633.939 705.66
180 633.939 705.66
181 648.796 475.991
182 637.098 664.467
183 642.96 582.495
184 640.719 640.428
185 641.092 653.021
186 647.868 550.239
188 646.21 587.846
189 651.773 533.209
190 658.823 477.331
191 657.931 522.462
192 662.431 457.694
193 645.567 744.19
194 667.407 491.725
195 658.913 650.147
198 667.253 534.022
200 659.916 688.915
201 659.916 688.915
204 664.878 643.909
205 664.878 643.909
206 669.736 656.239
208 681.827 530.212
210 691.487 454.826
211 678.858 635.826
212 678.693 651.472
214 673.625 776.973
215 680.323 680.973
217 689.503 577.673
218 684.865 670.905
219 688.363 604.203
220 688.363 604.203
221 680.653 766.027
222 687.898 673.436
223 691.205 650.207
224 697.692 640.52
226 702.74 566.836
227 687.725 785.956
230 697.863 681.168
231 697.193 743.174
232 709.656 537.187
233 712.339 514.149
236 708.45 632.95
237 708.45 632.95
238 715.701 568.765
240 710.584 686.77
241 713.776 657.713
242 713.776 657.713
244 722.363 537.931
245 722.07 588.345
248 721.628 610.288
251 728.411 613.154
252 730.531 625.413
257 741.311 615.128
258 751.385 487.678
259 747.998 544.328
266 759.274 572.352
267 756.487 654.509
268 761.815 612.347
269 765.808 580.246
270 783.404 439.497
271 769.014 544.712
274 772.448 519.148
275 767.341 603.951
276 773.505 514.096
277 770.333 561.637
278 769.526 667.25
280 771.603 647.208
281 762.696 784.74
284 774.534 638.49
285 780.83 617.321
286 780.816 635.865
287 780.816 635.865
288 784.35 610.398
289 777.957 768.074
290 785.672 672.934
292 780.49 805.08
293 787.124 750.974
294 792.737 686.817
295 791.906 745.66
299 813.5 463.5
300 806.749 612.741
301 802.867 695.021
304 818.493 511.069
305 808.902 690.573
308 816.19 611.79
312 824.756 553.374
313 821.025 659.954
315 829.045 673.739
321 852.514 546.147
323 847.976 627.279
327 878.969 668.22
328 880.189 733.395
333 890.505 705.868
335 911.178 548.627
337 898.693 843.051
345 931.053 592.613
349 980.931 437.818
358 1004.88 620.799
359 1015.63 495.493
367 1040.85 748.109
369 1054.96 804.009
373 1096.41 748.149
384 1083.65 875.36
385 1083.65 875.36
387 1097.13 858.461
388 1094 805.013
390 1171.89 739.592
391 1171.89 739.592
392 1186.95 717.625
393 1139.69 780.988
395 1141.44 900.261
396 1170.25 794.71
403 1271.95 689.266
407 1292.62 687.78
408 1296.2 687.709
409 1294.44 782.982
411 1362.91 362.07
413 1253.32 844.413
414 1268.58 726.183
415 1268.58 726.183
419 1364.28 604.789
421 1327.92 819.403
422 1338.94 849.506
425 1398.57 587.945
426 1342.29 897.155
427 1350.66 889.135
430 1379.66 780.729
434 1412.4 888.273
435 1420.69 743.708
439 1508.86 702.131
440 1517.61 657.988
443 1525.17 651.413
445 1536.87 574.63
447 1543.37 673.755
448 1543.73 699.178
457 1627.14 825.597
458 1632.71 733.111
460 1673.09 605.474
463 1644.28 851.217
464 1650.3 904.916
466 1661.85 793.271
467 1663.15 815.29
468 1662.92 854.596
469 1669.24 783.131
470 1674.84 723.01
471 1675.81 825.062
472 1684.46 872.993
473 1685.77 815.785
474 1691.41 796.883
476 1705.2 772.249
478 1723.34 882.916
479 1736.27 794.469
480 1741.41 937.506
481 1752.56 693.001
482 1753.16 908.312
484 1764.05 884.01
485 1779.18 702.854
