Point Cloud Visibility
87
Visibility for camera IMG_20241230_135636.jpg
689
2698 1676.72 668.416
2700 1826.74 706.293
2702 1844.56 682.304
2703 1938.13 585.135
2712 2118.85 738.365
2720 2393.86 654.082
2721 2416.43 734.313
2722 2479.82 778.426
2726 2620.24 701.238
2729 2703.02 605
2742 211.37 555.32
2755 650.058 671
2768 1301.1 557.121
2769 1213.01 766.044
2770 1251.22 706.289
2771 1251.22 706.289
2773 1304.26 830.174
2774 1304.26 830.174
2776 1330.7 724.636
2779 1368.3 795.236
2784 1521.86 584.182
2789 1594.79 839.676
2792 1625.76 817.162
2796 1764.86 586.469
2798 1792.66 571.97
2799 1837.21 587.21
2804 1997 843.755
2805 2054.9 784.812
2808 2367.62 584.554
2809 2391.94 706.267
2811 2480.4 672.165
2812 2531.7 753.03
2813 2532.67 727.616
2814 2725.51 719.83
2839 1176.88 589.71
2840 1176.88 589.71
2848 1255.81 755.531
2851 1288.36 696.719
2852 1313.3 713.056
2855 1343.84 676.655
2859 1415.87 601.223
2860 1419.17 896.655
2864 1462.02 689.777
2867 1528.26 575.456
2869 1527.13 677.665
2878 1653.8 880.616
2883 1775.68 919.282
2889 1909.34 728.93
2892 2027.3 680.656
2893 2048.84 668.472
2898 2222.37 681.41
2899 2232.29 637.487
2901 2255.93 770.04
2902 2268.79 618.1
2909 2494.71 701.705
2912 2621.08 730.233
2915 2662.21 590.517
2916 2692.48 745.169
2917 2722.28 732.526
2923 172.301 791.771
2924 326.331 665.766
2928 492.369 696.167
2943 1089.74 620.336
2946 1137.54 792.677
2948 1232.84 605.748
2949 1278.17 668.523
2953 1378.97 826.521
2961 1553.91 887.219
2962 1615.57 581.158
2966 1723.09 577.997
2968 1734.2 577.528
2971 1821.59 696.577
2974 1842.36 778.436
2976 1888.82 819.622
2977 1891.04 773.858
2979 1930.6 817.215
2982 2014.36 668.843
2985 2238.92 766.866
2987 2345.73 771.367
2989 2416.21 733.88
2992 2432.13 647.978
2996 2485.65 587.068
2999 2592.09 662.033
3001 2692.48 745.169
3017 395.062 683.748
3025 628.281 628.244
3031 1008.95 880.296
3033 1047.07 654.871
3034 1078.41 709.623
3040 1201.22 659.574
3045 1313.23 806.502
3050 1382.04 694.276
3055 1496.32 556.081
3056 1546.48 576.442
3058 1602.39 777.737
3059 1609.76 642.714
3061 1652.07 655.009
3071 1867.23 773.668
3072 1901.26 633.121
3074 1928.89 681.831
3075 1947.74 701.518
3077 1968.29 585.866
3079 2066.01 574.044
3081 2095.59 584.931
3082 2095.59 584.931
3084 2121.19 747.107
3085 2183.02 595.543
3087 2241.61 659.3
3090 2368.09 634.773
3091 2479.91 749.419
3092 2609.26 636.874
3094 2722.28 732.526
3106 221.371 669.777
3107 314.798 634.747
3108 317.856 710.967
3109 412.962 567.325
3111 464.485 609.189
3113 511.684 838.934
3121 1082.83 863.033
3122 1083.59 788.779
3141 1538.28 652.593
3145 1569.56 729.016
3151 1773.22 611.449
3155 1865.46 734.067
3158 1956.15 714.793
3161 2067.95 584.849
3162 2130.1 717.2
3167 2239 796.729
3170 2541.92 730.676
3171 2541.92 730.676
3173 2666.54 657.778
3174 2710.8 672.455
3175 2710.8 672.455
3181 145.463 743.594
3184 318.092 605.762
3188 417.715 589.284
3204 1230.35 707.213
3207 1282.63 725.273
3208 1307.08 734.305
3211 1353.02 839.009
3212 1355.56 752.526
3213 1360.77 771.746
3215 1368.3 795.236
3217 1423.31 706.566
3219 1427.37 868.886
3224 1575.51 854.587
3226 1583.2 779.923
3231 1681.68 673.564
3232 1687.57 591.083
3236 1748.65 576.369
3237 1752.86 665.675
3239 1783.15 627.326
3240 1835.56 572.863
3242 1920.65 573.173
3247 1941.94 700.959
3250 1957.21 721.582
3251 1977.71 692.836
3252 2171.07 738.703
3255 2221.99 579.956
3256 2225.67 568.831
3258 2353.17 663.252
3260 2446.77 603.998
3261 2446.93 751.779
3262 2446.93 751.779
3263 2455.85 734.214
3265 2518 714.004
3266 2546.77 695.61
3267 2550.53 736.432
3269 2579.29 772.415
3271 2654.01 609.821
3276 205.383 589.369
3277 328.222 577.267
3279 419.923 736.422
3280 455.527 523.906
3281 519.863 610.731
3284 634.231 643.352
3297 1226.18 612.994
3304 1583.2 779.923
3305 1645.99 797.61
3309 1775.68 919.282
3310 1783.15 627.326
3314 1866.34 700.912
3315 1882.54 568.988
3316 1902.81 667.619
3317 1933.44 749.208
3319 1992.13 851.22
3320 2012.36 807.772
3321 2053.93 777.988
3324 2147.34 753.71
3326 2222.37 681.41
3328 2232.29 637.487
3329 2241.32 807.578
3330 2241.32 807.578
3334 2386.84 647.595
3337 2501.27 782.189
3339 2563.64 593.532
3342 2735.22 579.66
3345 3079.89 768.533
3349 313.748 523.62
3350 363.288 641.698
3353 573.494 645.471
3357 699.956 517.323
3371 1269.07 748.731
3373 1320.44 663.066
3374 1320.44 663.066
3376 1354.62 763.924
3377 1365.45 690.292
3379 1375.98 651.812
3380 1404.64 596.804
3382 1472.21 948.106
3388 1570.96 666.143
3389 1576.37 669.151
3392 1602.36 649.378
3396 1694.09 694.005
3400 1799.49 617.873
3401 1862.79 607.081
3403 1885.07 732.361
3404 1924.11 709.163
3407 1948.1 690.739
3408 1978.12 798.752
3410 2141.86 782.77
3412 2213.65 614.244
3416 2250.32 718.262
3420 2561.82 667.674
3423 2949.67 717.356
3427 437.497 742.162
3433 661.502 851.245
3435 876.085 403.814
3436 809.311 963.592
3439 1049.21 544.689
3442 1109.9 634.907
3443 1187.23 898.59
3445 1200.6 905.189
3446 1313.23 806.502
3449 1345.26 717.842
3452 1402.67 656.208
3453 1413.02 757.391
3455 1491.62 845.57
3456 1496.47 834.995
3457 1558.08 588.717
3459 1616.32 807.858
3461 1669.87 708.358
3463 1670.54 658.464
3464 1701.4 670.781
3466 1707.34 697.504
3472 1814.09 596.127
3476 1935.85 689.619
3477 1964.19 788.595
3485 2138.1 624.167
3486 2162.47 620.762
3491 2266.99 778.618
3493 2420.89 708.041
3494 2420.89 708.041
3496 2433.72 683.019
3498 2464.38 663.641
3501 2629.65 743.1
3506 2926.95 449.913
3517 122.691 648.505
3519 161.124 756.229
3520 186.735 554.834
3526 402.48 595.513
3527 433.573 506.677
3528 476.519 607.353
3530 532.502 951.357
3531 558.184 800.517
3534 638.21 707.291
3537 835.671 820.858
3538 905.812 679.068
3544 1088.53 707.926
3547 1189.83 721.984
3553 1286.53 678.523
3554 1288.96 608.598
3556 1319.47 720.015
3557 1369.4 726.801
3558 1384.6 746.951
3559 1388.18 765.234
3560 1388.18 765.234
3562 1396.18 716.155
3563 1417 729.343
3565 1421.6 798.853
3568 1486.46 720.814
3569 1550.91 515.277
3571 1573.95 537.891
3573 1540.62 695.043
3575 1594.13 581.816
3576 1627.8 564.208
3580 1750.53 737.812
3581 1713.39 693.048
3583 1763.33 579.042
3585 1801.84 878.18
3590 1860.93 821.704
3591 1880.24 617.836
3592 1882.47 714.47
3593 1885.83 624.141
3595 1935.85 689.619
3601 2105.4 732.446
3603 2118.08 630.004
3606 2151.11 672.945
3607 2151.11 672.945
3611 2237.52 731.302
3612 2255.17 602.906
3613 2260.37 585.965
3614 2291.81 652.432
3616 2293.34 616.669
3617 2340.98 708.871
3619 2414.09 777.907
3620 2433.72 683.019
3626 2513.66 744.433
3627 2760.86 654.451
3630 110.025 603.261
3631 142.415 515.753
3632 170.497 514.314
3635 348.06 516.81
3637 503.095 652.255
3645 788.829 675.437
3647 824.187 810.316
3652 1081.33 438.931
3662 1330.7 724.636
3663 1373.08 823.247
3664 1417.75 697.196
3665 1415.99 565.108
3666 1432.66 697.573
3667 1507.8 841.966
3673 1701.84 713.936
3678 1844.42 756.213
3679 1930.46 598.235
3688 2181.68 621.089
3689 2237.52 731.302
3691 2352.09 706.839
3693 2388.69 699.013
3697 2563 688.427
3698 2638.97 717.728
3699 2640.39 705.209
3705 470.902 598.861
3708 483.487 606.593
3709 500.75 537.388
3710 520.647 587.736
3712 718.463 471.416
3713 824.581 466.12
3716 1096.93 574.784
3719 1175.41 695.959
3721 1215.39 959.998
3724 1283.81 605.606
3725 1301.41 729.218
3728 1366.85 737.562
3729 1371.05 536.639
3730 1377.83 672.683
3731 1382.04 694.276
3732 1402.94 876.116
3733 1421.47 815.335
3735 1433.97 827.888
3736 1528.26 575.456
3737 1536.53 694.074
3739 1548 765.329
3741 1598.32 935.247
3744 1666.43 879.412
3746 1677.97 889.443
3747 1697.19 629.395
3748 1730.76 584.824
3749 1743.27 736.435
3751 1777.84 438.076
3756 1812.96 576.018
3760 2014.62 646.779
3761 2078.69 409.95
3763 2073.6 629.389
3768 2138.87 730.364
3769 2165.38 383.851
3771 2152.46 621.964
3773 2200.96 656.177
3777 2432.52 711.984
3778 2530.54 694.863
3779 2712.6 695.277
3803 210.995 679.838
3804 547.501 728.558
3805 685.33 666.512
3806 685.33 666.512
3808 850.433 663.548
3809 913.573 721.719
3810 1064.52 604.333
3820 1286.53 678.523
3823 1417 729.343
3824 1415.87 601.223
3825 1420.22 785.816
3826 1420.74 743.594
3827 1421.56 808.845
3828 1438.67 854.898
3829 1467.05 825.188
3837 1680.94 739.922
3838 1863.14 614.169
3840 1901.1 696.072
3841 1946.94 682.046
3843 1984.93 789.805
3844 2010.21 727.865
3846 2084.26 585.169
3849 2108.12 606.43
3852 2156.41 633.936
3854 2171.79 678.501
3855 2178.58 752.241
3857 2202.59 551.197
3862 2338.29 562.146
3864 2378.65 770.07
3865 2393.79 778.778
3869 2428.4 616.534
3870 2479.66 686.548
3875 2565.92 639.738
3877 2574.5 692.099
3878 2688.54 722.438
3879 2688.54 722.438
3882 2702.54 647.503
3884 2855.1 612.937
3893 416.653 499.868
3898 600.26 718.029
3900 994.96 703.942
3903 1081.33 438.931
3905 1132.51 616.049
3906 1159.07 657.305
3908 1181.23 593.515
3913 1252.66 622.45
3917 1365.88 825.655
3918 1417.03 823.977
3919 1455.24 950.352
3927 1668.93 548.262
3928 1666.43 879.412
3929 1670.94 875.048
3930 1678.59 729.334
3932 1690.44 867.963
3933 1690.44 867.963
3934 1691.84 895.012
3935 1716.03 641.966
3936 1708.13 718.156
3939 1807.85 842.324
3940 1811.27 582.401
3941 1812.96 576.018
3942 1834.33 877.554
3943 1837.88 623.416
3944 1850.95 646.052
3945 1927.24 729.075
3947 1950.41 823.184
3948 1955.86 561.449
3949 1975.05 740.584
3952 2012.1 635.621
3954 2046.09 626.686
3955 2058.29 662.964
3958 2075.46 685.941
3959 2103.83 624.222
3970 2326.51 614.689
3972 2342.94 815.664
3984 2569.02 713.254
3985 2575.31 604.667
3990 2717.7 431.476
3992 2757.08 774.246
3994 2842.98 509.447
3995 2981.74 441.03
3998 42.7812 750.529
3999 109.306 581.906
4000 110.025 603.261
4001 160.909 989.547
4002 168.024 590.57
4003 315.057 888.106
4004 325.744 950.348
4005 410.342 711.305
4006 410.917 676.556
4007 415.24 620.718
4008 431.663 499.305
4009 498.833 861.761
4010 501.923 613.28
4011 534.955 872.03
4012 596.52 814.074
4013 612.65 594.898
4014 705.826 503.976
4015 715.656 475.837
4016 962.855 870.252
4017 1084.12 550.969
4018 1084.12 550.969
4019 1087.81 598.157
4020 1111.95 502.754
4021 1133.69 566.947
4022 1133.86 707.369
4023 1138.02 697.668
4024 1180.66 894.252
4025 1198.75 588.653
4026 1208.6 676.183
4027 1265.78 717.554
4028 1327.01 718.782
4029 1375.78 590.149
4030 1387.77 576.68
4031 1411.05 624.204
4032 1417.03 823.977
4033 1458.4 591.442
4034 1477.27 681.041
4035 1489 606.239
4036 1497.08 670.192
4037 1539.45 619.504
4038 1542.53 780.902
4039 1585.11 581.174
4040 1602.03 606.605
4041 1627.81 629.355
4042 1675.12 834.619
4043 1675.78 638.649
4044 1679.83 563.584
4045 1683.86 752.29
4046 1695.48 574.094
4047 1713.09 675.119
4048 1735.39 733.605
4049 1789.6 767.405
4050 1797.42 833.393
4051 1802.39 682.627
4052 1814.16 621.284
4053 1814.16 621.284
4054 1885.83 624.141
4055 1905.42 693.476
4056 1920.65 573.173
4057 2037.86 788.27
4058 2093.92 860.208
4059 2152.46 621.964
4060 2195.97 716.509
4061 2253.75 601.767
4062 2278.39 597.257
4063 2302.83 706.129
4064 2335.35 668.864
4065 2389.06 598.694
4066 2436.03 470.605
4067 2518.85 856.044
4068 2534.15 515.997
4069 2645.73 701.399
4070 2658.47 845.046
4071 2701.51 533.289
4072 2721.19 760.381
4073 2733.9 616.707
Visibility for camera IMG_20241230_135716.jpg
861
13 155.4 729.763
65 266.344 652.921
67 275.376 679.636
78 288.86 651.453
81 292.542 677.975
91 302.904 589.727
99 318.063 622.568
102 321.522 603.261
104 331.022 606.273
108 329.072 561.238
109 329.072 561.238
130 360.868 696.998
144 364.905 566.089
147 377.776 732.514
158 387.831 682.891
159 387.831 682.891
167 396.149 687.675
168 396.522 707.515
173 403.537 830.942
174 392.971 561.54
179 404.231 739.018
183 401.402 638.526
184 407.083 685.271
185 407.987 695.69
188 404.445 642.847
190 405.543 552.3
197 416.025 556.823
198 413.934 597.29
206 424.814 696.195
211 429.441 678.328
212 431.858 690.937
222 440.094 707.154
224 443.062 679.982
230 445.742 713.206
231 452.764 764.187
236 449.212 672.755
251 460.374 654.776
258 469.966 548.051
259 469.052 597.322
274 485.353 570.897
276 486.825 566.896
283 498.321 718.287
286 499.956 668.224
288 500.235 646.727
290 503.645 698.919
294 511.584 709.681
295 514.634 759.195
300 515.336 645.536
301 517.804 715.935
304 514.045 558.027
305 523.154 710.799
358 666.375 630.014
457 1038.6 784.934
459 1069.52 685.63
466 1083.34 743.958
467 1087.2 769.338
469 1091.66 730.509
470 1119.97 657.596
473 1117.32 767.159
474 1125.02 744.353
478 1175.24 844.666
482 1224.45 872.473
484 1236.76 841.613
491 1247.11 719.382
492 1252.97 775.291
496 1265.06 761.648
497 1265.06 761.648
499 1280.02 757.23
500 1309 662.873
504 1311.47 752.807
508 1336.12 814.133
509 1334.47 678.492
510 1350.64 697.822
513 1365.37 639.183
514 1357.63 813.922
515 1378.48 631.456
516 1378.48 631.456
520 1381.08 860.906
532 1453.87 857.143
533 1453.87 857.143
536 1467.91 870.247
545 1515.09 848.048
547 1538.26 594.53
549 1530.57 884.201
555 1542.61 655.488
560 1587.09 586.126
561 1569.61 703.461
565 1581.5 851.698
567 1609.91 714.91
571 1660.1 595.207
572 1648.95 778.63
573 1648.95 778.63
576 1678.69 596.621
583 1692.08 640.673
594 1851.4 586.675
605 1929.27 578.783
619 2086.84 794.093
620 2090.58 728.722
634 2364.35 727.346
637 2384.57 752.692
642 2502.06 729.235
643 2502.06 729.235
724 266.95 660.013
738 344.739 642.189
762 407.417 584.68
777 441.813 672.981
778 445.128 617.574
793 509.599 725.745
798 551.027 554.803
832 1059.38 642.286
836 1137.79 658.654
838 1139.64 766.912
844 1340.64 852.169
847 1370.96 870.111
848 1367.9 862.406
849 1392.39 628.852
853 1425.07 831.343
854 1460.13 905.024
860 1549.4 584.433
862 1537.02 839.807
866 1651.51 865.296
869 1823.69 695.087
871 1872.52 676.228
872 1872.52 676.228
875 1894.17 761.109
887 2352.85 715.128
891 2482.75 545.257
987 434.819 697.997
990 440.386 584.996
994 454.608 676.57
1015 625.393 592.294
1017 645.261 558.573
1028 700.443 621.964
1029 700.443 621.964
1061 1300.54 634.455
1062 1286.66 721.469
1066 1388.1 867.81
1069 1470.06 900.03
1077 1954.56 625.14
1082 2240.16 587.966
1083 2221.82 714.09
1126 343.276 712.995
1136 366.83 599.896
1144 406.075 573.364
1170 533.105 638.792
1174 561.643 722.99
1197 909.001 492.026
1212 1235.91 702.731
1213 1277.79 620.316
1216 1298.24 863.196
1218 1393.27 664.714
1245 2168.45 697.97
1327 1272.94 724.933
1328 1324.5 863.674
1333 1432.21 899.387
1334 1432.21 899.387
1339 1478.4 852.575
1346 1641.55 800.214
1350 1813.39 650.685
1352 1897.48 694.136
1353 1914.57 740.736
1357 2192.74 675.406
1361 2405.03 591.089
1397 378.428 601.213
1402 420.292 575.749
1449 1387.59 682.793
1457 1561.54 625.584
1459 1612.36 582.728
1468 1965.55 557.615
1471 2105.29 563.909
1482 2712.88 670.195
1503 337.339 656.217
1510 446.389 652.246
1511 449.565 619.652
1516 485.426 650.964
1520 523.616 650.885
1522 551.027 554.803
1540 1316.67 837.891
1541 1398.6 898.577
1551 1580.24 758.127
1552 1646.07 883.695
1558 1852.17 645.641
1559 1892.28 741.912
1562 2136.93 742.992
1570 2429.65 775.722
1573 2514.77 596.164
1575 2503.94 638.232
1614 430.915 607.384
1619 518.062 705.055
1643 1274.37 738.286
1644 1301.69 732.754
1646 1378.85 874.35
1655 1564.46 546.794
1660 1865.25 583.168
1662 1937.66 613.603
1663 1943.4 620.457
1664 1943.4 620.457
1667 2311.2 617.097
1671 2457.9 696.038
1674 2530.14 654.572
1704 424.855 599.139
1710 461.692 598.185
1735 1231.14 491.311
1742 1286.04 666.79
1744 1285.66 802.979
1745 1285.66 802.979
1753 1398.6 898.577
1761 1563.84 839.736
1762 1588.97 824.361
1764 1655.8 573.209
1766 1685.06 902.908
1770 1862.07 696.125
1771 2140.55 699.766
1773 2362.5 726.388
1774 2414.43 575.62
1775 2405.33 680.359
1777 2506.2 708.795
1793 426.067 543.954
1795 478.621 592.995
1796 525.907 654.465
1802 1259.89 608.039
1803 1250.86 655.917
1804 1256.72 841.459
1806 1300.54 642.595
1808 1382.31 608.578
1821 1592.21 873.552
1822 1592.36 703.43
1823 1664.26 885.503
1824 1693.31 572.43
1825 1696.31 559.02
1832 1940.52 779.956
1836 2131.68 707.822
1841 2359.22 674.523
1846 2446.68 709.093
1847 2448.75 685.939
1856 2737.46 488.868
1883 378.428 601.213
1910 1219.39 558.878
1916 1317.8 817.994
1919 1534.88 835.044
1920 1534.88 835.044
1921 1650.47 846.532
1926 2094.9 563.526
1944 446.406 593.082
1947 483.893 561.297
1956 658.827 570.551
1979 1612.78 674.749
2009 416.025 556.823
2020 625.539 514.393
2032 1382.07 787.744
2033 1616.33 464.322
2035 1418.73 902.8
2040 1615.3 618.975
2042 1627.14 604.749
2043 1615.56 801.807
2048 1857.47 742.384
2050 2161.8 759.168
2051 2261.7 667.218
2054 2530.14 654.572
2083 503.92 595.285
2088 526.616 545.319
2102 713.836 573.078
2114 1194.86 679.663
2118 1299.9 662.972
2124 1395.53 832.441
2125 1419.36 573.585
2128 1492.19 849.263
2130 1571.62 826.032
2131 1675.43 858.058
2137 1881.51 565.539
2138 1881.51 565.539
2155 323.708 596.725
2205 1230.22 688.184
2206 1247.01 600.165
2211 1334.52 752.571
2212 1334.52 752.571
2213 1332.71 732.083
2216 1427.84 577.109
2227 1597.82 648.274
2228 1597.82 648.274
2232 1845.74 674.407
2234 1896.44 581.53
2241 2409.53 627.506
2259 387.139 586.345
2272 638.755 586.223
2291 1117.24 782.622
2296 1273.1 739.348
2297 1299.9 662.972
2299 1327.81 762.091
2305 1369.93 793.967
2308 1376.3 836.038
2313 1551.79 580.07
2315 1607.48 551.841
2316 1613.06 920.963
2317 1619.31 556.759
2323 1924 676.475
2324 1924 676.475
2325 1955.19 759.54
2329 2150.65 708.35
2333 2416.73 709.537
2336 2534.82 721.037
2344 303.625 608.624
2359 525.527 704.581
2360 524.567 599.61
2364 591.392 583.203
2395 1063.09 725.3
2405 1265.7 810.277
2406 1306.98 878.022
2413 1523.75 657.193
2418 1581.81 573.985
2419 1622.82 648.067
2430 1924.46 690.277
2434 2447.41 640.036
2435 2447.41 640.036
2443 308.511 654.766
2460 527.43 831.841
2461 680.017 528.347
2476 997.529 831.688
2477 997.529 831.688
2478 1008.64 830.027
2488 1223.02 845.628
2490 1293.66 748.383
2491 1293.66 748.383
2492 1317.8 817.994
2497 1350.91 661.972
2498 1350.91 661.972
2499 1366.83 679.441
2506 1507.5 896.611
2508 1599.77 680.07
2509 1622.02 779.285
2511 1649.4 643.505
2517 2057.77 544.99
2518 2102.39 617.239
2521 2199.21 698.074
2522 2202.69 724.519
2523 2209.29 763.318
2524 2222.63 585.208
2526 2344.84 611.351
2532 2595.73 764.789
2553 485.767 795.913
2567 929.782 758.241
2573 1227.1 638.578
2574 1253.86 934.847
2575 1253.86 934.847
2576 1275.93 891.432
2579 1342.91 720.016
2580 1401.95 646.964
2583 1445.68 878.148
2585 1498.33 675.602
2586 1503.01 837.076
2601 1870.21 660.997
2607 2124.86 550.03
2609 2168.91 634.885
2611 2185.62 704.088
2612 2199.21 698.074
2614 2263.93 574.872
2617 2355.86 639.946
2620 2449.33 754.371
2627 2740.59 508.187
2642 498.321 718.287
2646 554.202 637.112
2652 656.586 504.776
2671 1163.87 714.73
2672 1167.05 779.165
2677 1296.2 647.056
2684 1372.31 709.177
2691 1576.5 667.779
2698 1691.88 655.488
2700 1840.53 693.42
2702 1858.16 669.387
2703 1952.27 574.412
2712 2130.65 727.747
2720 2411.17 646.788
2721 2430.59 725.909
2722 2494.74 771.033
2726 2640.25 694.486
2729 2725.92 598.874
2736 81.5966 717.954
2737 123.563 800.3
2740 254.068 618.131
2753 677.419 555.466
2755 715.378 649.342
2768 1332.65 542.868
2769 1241.26 745.722
2774 1329.06 809.216
2776 1355.14 706.721
2784 1541.66 571.093
2789 1610.98 821.966
2792 1641.55 800.214
2794 1691.17 684.024
2796 1780.77 574.713
2799 1851.32 575.884
2800 1897.16 883.881
2802 1927.42 668.634
2803 1927.42 668.634
2804 2007.85 830.332
2805 2066.84 772.941
2810 2497.21 527.254
2811 2496.79 665.243
2814 2747.46 714.798
2848 1282.18 736.818
2849 1282.18 736.818
2850 1312.59 829.198
2851 1314.14 679.551
2852 1337.82 694.82
2855 1367.96 660.461
2859 1438.69 587.167
2860 1440.15 874.853
2861 1440.03 838.777
2864 1482.69 674.093
2867 1548.08 562.996
2869 1546.23 662.666
2871 1578.19 621.837
2877 1659.96 819.745
2883 1789.15 901.706
2885 1799.26 594.78
2888 1907.24 768.663
2889 1922.1 716.382
2892 2040.61 669.504
2893 2061.27 658.15
2894 2111.85 618.017
2895 2111.85 618.017
2898 2234.76 671.483
2899 2245.29 628.804
2901 2268.19 760.742
2902 2282.92 609.321
2903 2325.04 775.844
2909 2511.08 693.997
2912 2640.24 723.784
2913 2668.22 626.87
2915 2684.27 584.902
2916 2713.12 738.736
2917 2743.52 726.472
2923 274.146 761.582
2928 568.927 672.059
2946 1168.75 771.424
2949 1305.01 651.931
2953 1401.2 806.649
2961 1570.76 867.853
2962 1633.46 568.721
2966 1739.1 566.034
2968 1750.08 565.699
2972 1838.82 806.225
2974 1853.32 764.219
2975 1862.11 616.744
2976 1900.12 805.165
2977 1903.17 760.771
2978 1941.45 803.293
2979 1941.45 803.293
2980 1993.29 814.113
2982 2026.91 657.889
2985 2251.02 756.697
2987 2359.14 761.972
2989 2430.59 725.909
2990 2438.06 679.716
2995 2493.85 654.125
2996 2503.43 579.56
3001 2713.12 738.736
3002 2726.39 625.465
3017 477.914 659.591
3020 507.456 705.268
3025 695.35 607.611
3032 1126.11 597.686
3045 1337.43 786.319
3050 1405.96 677.82
3055 1517.29 544.147
3056 1565.93 563.366
3057 1582 563.866
3058 1618.53 761.622
3060 1642.29 734.699
3061 1668.38 641.375
3068 1818.46 567.611
3071 1879.19 759.175
3072 1915.27 621.763
3077 1982.4 575.176
3079 2079.92 564.049
3084 2132.86 735.852
3087 2254.81 650.413
3091 2494.95 741.627
3092 2629.33 630.356
3105 295.175 577.961
3107 404.025 612.366
3108 407.083 685.271
3110 443.861 880.243
3113 580.655 809.499
3114 791.056 877.998
3118 1013.22 598.73
3121 1116.63 838.583
3141 1557.52 638.021
3145 1586.77 713.422
3154 1862.11 616.744
3155 1878.25 720.911
3157 1917.85 589.361
3158 1967.77 703.325
3161 2081.43 574.97
3162 2141.93 706.492
3167 2250.58 786.387
3169 2425.28 555.121
3170 2558.49 723.094
3171 2558.49 723.094
3173 2687.38 651.79
3174 2731.58 666.523
3175 2731.58 666.523
3183 388.611 699.294
3190 608.768 740.218
3197 1135.25 550.013
3201 1259.29 495.598
3204 1258.19 689.317
3207 1308.6 707.018
3208 1332.13 716.345
3212 1378.8 734.604
3213 1384.85 753.624
3217 1445.81 690.104
3224 1592.01 835.999
3226 1599.72 762.973
3228 1691.55 619.951
3232 1704.22 578.882
3236 1764.57 564.844
3237 1767.75 653.436
3239 1797.82 615.202
3240 1850.52 562.009
3242 1934.89 563.053
3243 1934.89 563.053
3244 1938.34 621.576
3247 1954.58 688.862
3251 1989.89 681.15
3252 2182.88 728.215
3256 2240.08 560.002
3260 2462.69 596.086
3261 2461.96 743.011
3262 2461.96 743.011
3263 2470.34 725.345
3265 2534.52 706.7
3269 2595.73 764.789
3271 2674.71 604.193
3274 3014.58 450.866
3276 302.234 568.265
3279 501.509 710.628
3281 593.822 590.443
3285 647.829 796.236
3297 1255.19 597.775
3299 1384.32 786.523
3304 1599.72 762.973
3305 1661.48 781.53
3309 1789.15 901.706
3310 1797.82 615.202
3311 1946.9 425.722
3315 1896.96 557.987
3316 1914.9 655.124
3317 1945.54 736.237
3320 2023.44 794.833
3321 2065.72 766.022
3323 2158.93 742.528
3324 2158.93 742.528
3326 2234.76 671.483
3327 2245.29 628.804
3329 2253.21 797.025
3330 2253.21 797.025
3335 2429.21 731.893
3337 2516.53 774.599
3340 2580.35 681.844
3353 643.822 623.681
3355 733.976 610.825
3360 1055.79 798.201
3364 1184.05 691.776
3373 1345.62 647.106
3374 1345.62 647.106
3376 1377.79 745.355
3377 1389.04 673.95
3379 1399.27 636.24
3380 1427.23 582.86
3382 1491.05 926.314
3388 1588.38 651.666
3389 1593.88 654.395
3392 1619.65 635.256
3393 1670.62 916.457
3394 1689.88 745.769
3400 1814.24 605.561
3402 1882.35 559.533
3403 1896.74 719.396
3404 1936.48 696.74
3407 1959.86 678.955
3409 2042.66 664.15
3410 2152.95 771.34
3420 2581.96 660.578
3422 2726.26 758.202
3423 2980.96 713.241
3425 381.661 524.709
3427 517.804 715.935
3431 622.586 773.215
3435 929.385 392.18
3436 857.45 932.545
3442 1143.92 618.172
3446 1337.43 786.319
3448 1365.06 667.818
3449 1369.65 700.731
3455 1509.99 826.628
3457 1578.81 575.479
3458 1582 563.866
3461 1685.58 693.914
3466 1723.01 683.227
3469 1788.55 599.759
3476 1948.52 677.736
3477 1975.33 774.966
3480 2046.42 546.595
3481 2046.42 546.595
3483 2063.43 573.73
3485 2151.29 614.367
3486 2175.96 611.051
3491 2279 768.453
3493 2435.69 700.393
3495 2448.88 674.295
3496 2448.88 674.295
3497 2460.24 537.257
3501 2648.79 736.358
3504 2718.58 721.13
3505 2759.63 573.764
3519 264.529 727.756
3520 285.94 535.152
3522 387.489 826.624
3528 554.259 586.93
3531 622.586 773.215
3532 711.944 530.229
3538 956.23 658.706
3539 982.296 834.264
3547 1219.3 703.368
3553 1313.29 661.546
3554 1315.78 593.743
3556 1344.17 702.402
3557 1393.41 708.976
3558 1407.14 729.478
3561 1405.31 561.708
3562 1419.22 698.94
3565 1443.08 780.12
3570 1537.77 839.987
3571 1600.46 525.62
3573 1558.81 679.996
3574 1561.94 590.374
3576 1645.78 551.942
3578 1744.17 528.179
3580 1772.13 722.876
3581 1728.81 679.122
3583 1778.9 567.176
3585 1814.08 861.879
3590 1873.05 807.116
3592 1894.82 701.824
3594 1944.42 761.984
3601 2116.82 722.448
3603 2132.69 620.022
3605 2164.67 759.182
3610 2237.37 741.874
3611 2249.82 721.399
3613 2274.8 577.465
3616 2307.47 608.216
3618 2401.36 688.061
3624 2483.74 724.3
3626 2529.31 736.441
3632 270.595 496.909
3640 725.101 466.563
3644 883.211 587.736
3646 869.324 932.669
3652 1127.79 426.112
3662 1355.14 706.721
3664 1440.02 681.039
3666 1454.56 681.343
